name,created_at,download_count
openponk-borm-editor-linux-nightly.zip,2024-11-13T20:25:02Z,0
openponk-borm-editor-mac-intel-nightly.zip,2024-11-13T20:24:56Z,0
openponk-borm-editor-mac-m1-nightly.zip,2024-11-13T20:24:57Z,0
openponk-borm-editor-win-nightly.zip,2024-11-13T20:25:01Z,1
